,Initial,Final,Start,End
117,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
118,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
119,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
120,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
121,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
122,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
123,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
124,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
125,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
126,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
127,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
128,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
129,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
130,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
131,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
132,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
133,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
134,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
135,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
136,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
137,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
138,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
139,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
140,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
141,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
142,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
143,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
144,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
145,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
146,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
147,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
148,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
149,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
150,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
151,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
152,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
153,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
154,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
155,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
156,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
157,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
158,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
159,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
160,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
161,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
162,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
163,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
164,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
165,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
166,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
167,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
168,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
169,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
170,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
171,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
172,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
173,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
174,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
175,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
176,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
177,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
178,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
179,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
180,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
181,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
182,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
183,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
184,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
185,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
186,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
187,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
188,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
189,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
190,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
191,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
192,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
193,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
194,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
195,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
196,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
197,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
198,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
199,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
200,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
201,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
202,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
203,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
204,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
205,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
206,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
207,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
208,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
209,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
210,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
211,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
212,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
213,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
214,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
215,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
216,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
217,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
218,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
219,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
220,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
221,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
222,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
223,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
224,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
225,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
226,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
227,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
228,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
229,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
230,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
231,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
232,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
233,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
234,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
235,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
236,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
237,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
238,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
239,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
240,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
241,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
242,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
243,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
244,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
245,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
246,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
247,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
248,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
249,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
250,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
251,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
252,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
253,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
254,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
255,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
256,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
257,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
258,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
259,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
260,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
261,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
262,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
263,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
264,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
265,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
266,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
267,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
268,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
269,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
270,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
271,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
272,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
273,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
274,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
275,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
276,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
277,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
278,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
279,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
280,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
281,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
282,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
283,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
284,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
285,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
286,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
287,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
288,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
289,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
290,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
291,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
292,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
293,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
294,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
295,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
296,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
297,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
298,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
299,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
300,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
301,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
302,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
303,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
304,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
305,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
306,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
307,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
308,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
309,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
310,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
311,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
312,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
313,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
314,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
315,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
316,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
317,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
318,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
319,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
320,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
321,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
322,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
323,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
324,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
325,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
326,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
327,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
328,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
329,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
330,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
331,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
332,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
333,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
334,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
335,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
336,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
337,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
338,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
339,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
340,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
341,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
342,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
343,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
344,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
345,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
346,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
347,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
348,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
349,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
350,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
351,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
352,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
353,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
354,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
355,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
356,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
357,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
358,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
359,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
360,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
361,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
362,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
363,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
364,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
365,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
366,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
367,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
368,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
369,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
370,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
371,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
372,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
373,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
374,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
375,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
376,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
377,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
378,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
379,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
380,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
381,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
382,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
383,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
384,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
385,,,2023-06-07 15:15:07.885602,2023-06-07 15:15:07.885602
386,,,2023-06-07 15:24:53.184650,2023-06-07 15:24:53.184650
